"FY 2018 Active Providers",""
"Selection Criteria",""
"Provider and Supplier Type(s):","Dually Certified SNF/NFs - Medicare and Medicaid, Distinct Part SNF/NFs - Medicare and Medicaid, Skilled Nursing Facilities (SNFs) - Medicare Only, Nursing Facilities - Medicaid Only"
"Year Type:","Fiscal Year"
"Year:","2018"
"Quarter:","Full Year"
"CCN","Provider Name","Address","City","State","Zip Code","County","Region","Phone Number","Provider Type","Original Participation Date","Termination Date","Number of Certified Beds","Hospital Based","Chain Name","Ownership Type"
"235266","THE ORCHARDS AT SOUTHGATE","15400 TRENTON ROAD","SOUTHGATE","MI","48195","Wayne","(V) Chicago","734 284-4620","SNF/NF (Dually Certified)","11/01/1975","","100","N","","For Profit"
"235267","OPTALIS HEALTH AND REHABILITATION OF KINGSFORD","1225 WOODWARD AVENUE","KINGSFORD","MI","49801","Dickinson","(V) Chicago","906 774-4805","SNF/NF (Dually Certified)","03/01/1976","","107","N","HCR MANORCARE","For Profit"
"235269","WELLSPRING LUTHERAN SERVICES","725 W GENESEE","FRANKENMUTH","MI","48734","Saginaw","(V) Chicago","989 652-9951","SNF/NF (Dually Certified)","03/01/1976","","102","N","","Non-Profit"
"235270","SOUTH HAVEN NURSING AND REHABILITATION COMMUNITY","850 PHILLIPS","SOUTH HAVEN","MI","49090","Van Buren","(V) Chicago","269 637-5147","SNF/NF (Dually Certified)","04/01/1976","","70","N","","For Profit"
"235274","WELLSPRING LUTHERAN  NURSING AND REHAB SERVICES","1236 S MONROE ST","MONROE","MI","48161","Monroe","(V) Chicago","734 241-9533","SNF/NF (Dually Certified)","04/01/1976","","122","N","","Non-Profit"
"235279","HOLT SENIOR CARE AND REHAB CENTER, L L C","5091 WILLOUGHBY ROAD","HOLT","MI","48842","Ingham","(V) Chicago","517 694-2144","SNF/NF (Dually Certified)","01/01/1976","","101","N","","For Profit"
"235280","MEDILODGE OF ALPENA","301 LONG RAPIDS RD","ALPENA","MI","49707","Alpena","(V) Chicago","989 356-2194","SNF/NF (Dually Certified)","05/01/1976","","132","N","","For Profit"
"235281","CLEARSTREAM REHABILITATION AND NURSING CENTER","240 E NORTH ST","HASTINGS","MI","49058","Barry","(V) Chicago","269 945-9564","SNF/NF (Distinct Part)","04/05/1976","","98","N","","For Profit"
"235282","MEDILODGE OF KALAMAZOO","1701 S 11TH ST","KALAMAZOO","MI","49009","Kalamazoo","(V) Chicago","269 375-2020","SNF/NF (Dually Certified)","04/05/1976","","39","N","","For Profit"
"235283","MEDILODGE OF EAST LANSING","1843 N HAGADORN RD","EAST LANSING","MI","48823","Ingham","(V) Chicago","517 332-5061","SNF/NF (Distinct Part)","04/06/1976","","99","N","","For Profit"
"235284","MEDILODGE OF MIDLAND","4900 HEDGEWOOD DR","MIDLAND","MI","48640","Midland","(V) Chicago","989 631-9670","SNF/NF (Distinct Part)","07/01/1976","","107","N","","For Profit"
"235285","MEDILODGE OF LANSING","731 STARKWEATHER DR","LANSING","MI","48917","Eaton","(V) Chicago","517 323-9133","SNF/NF (Dually Certified)","04/01/1976","","85","N","","For Profit"
"235286","MEDILODGE OF CASS CITY","4782 HOSPITAL DR","CASS CITY","MI","48726","Tuscola","(V) Chicago","989 872-2174","SNF/NF (Distinct Part)","05/01/1976","","80","N","","For Profit"
"235287","ADRIAN BAY REHAB AND NURSING CENTER","700 LAKESHIRE TR","ADRIAN","MI","49221","Lenawee","(V) Chicago","517 263-0781","SNF/NF (Dually Certified)","05/01/1976","","117","N","HCR MANORCARE","Non-Profit"
"235288","MARVIN & BETTY DANTO HEALTH CARE CENTER","6800 WEST MAPLE","WEST BLOOMFIELD","MI","48322","Oakland","(V) Chicago","248 788-5300","SNF/NF (Distinct Part)","03/01/1976","","155","N","HCR MANORCARE","For Profit"
"235289","BORGESS GARDENS","3057 GULL ROAD","KALAMAZOO","MI","49048","Kalamazoo","(V) Chicago","269 552-6500","SNF/NF (Distinct Part)","04/16/1976","","101","N","","Non-Profit"
"235290","MISSION POINT NSG & PHY REHAB CTR OF GREENVILLE","828 E WASHINGTON ST","GREENVILLE","MI","48838","Montcalm","(V) Chicago","616 754-7186","SNF/NF (Dually Certified)","05/01/1976","","100","N","","For Profit"
"235292","MEDILODGE OF SAULT STE MARIE","1011 MERIDIAN RD","SAULT SAINTE MARIE","MI","49783","Chippewa","(V) Chicago","906 635-1518","SNF/NF (Distinct Part)","11/01/1976","","114","N","","For Profit"
"235293","MEDILODGE OF FARMINGTON","34225 GRAND RIVER AVE","FARMINGTON","MI","48335","Oakland","(V) Chicago","248 477-7373","SNF/NF (Distinct Part)","04/01/1976","","117","N","","For Profit"
"235294","MISSION POINT NSG & PHY REHAB CTR OF CEDAR SPRINGS","400 JEFFREY","CEDAR SPRINGS","MI","49319","Kent","(V) Chicago","616 696-0170","SNF/NF (Dually Certified)","04/26/1976","","77","N","","For Profit"
"235295","LAKEVIEW EXTENDED CARE AND REHAB","210 SOUTH FIRST STREET","HARBOR BEACH","MI","48441","Huron","(V) Chicago","989 479-3201","SNF/NF (Dually Certified)","04/12/1976","","30","Y","","Non-Profit"
"235296","MEDILODGE OF SOUTHFIELD","26715 GREENFIELD RD","SOUTHFIELD","MI","48076","Oakland","(V) Chicago","248 557-0050","SNF/NF (Distinct Part)","07/01/1976","","185","N","","For Profit"
"235297","RIVERGATE HEALTH CARE CENTER","14041 PENNSYLVANIA RD","RIVERVIEW","MI","48193","Wayne","(V) Chicago","734 284-7200","SNF/NF (Dually Certified)","05/28/1976","","223","N","LIFE CARE CENTERS OF AMERICA","For Profit"
"235298","FATHER MURRAY, A VILLA CENTER","8444 ENGLEMAN","CENTER LINE","MI","48015","Macomb","(V) Chicago","586 755-2400","SNF/NF (Dually Certified)","05/01/1976","","231","N","","For Profit"
"235299","LAURELS OF BEDFORD (THE)","270 N BEDFORD RD","BATTLE CREEK","MI","49017","Calhoun","(V) Chicago","269 968-2296","SNF/NF (Dually Certified)","05/01/1976","","123","N","","For Profit"
"235300","MEDILODGE OF TAYLOR","23600 NORTHLINE RD","TAYLOR","MI","48180","Wayne","(V) Chicago","734 287-8580","SNF/NF (Distinct Part)","07/01/1976","","142","N","","For Profit"
"235301","MCAULEY REHABILITATION AND WELLNESS","1380 E SHERMAN BLVD","MUSKEGON","MI","49444","Muskegon","(V) Chicago","231 672-2578","SNF/NF (Distinct Part)","12/01/1979","","98","N","","Non-Profit"
"235302","LAURELS OF COLDWATER,THE","90 N MICHIGAN AVE","COLDWATER","MI","49036","Branch","(V) Chicago","517 279-9808","SNF/NF (Distinct Part)","07/01/1976","","169","N","","For Profit"
"235310","PORTER HILLS HEALTH CENTER","3600 FULTON ST E","GRAND RAPIDS","MI","49546","Kent","(V) Chicago","616 949-4971","SNF/NF (Dually Certified)","07/01/1976","","39","N","","Non-Profit"
"235311","ALAMO NURSING HOME INC","8290 W C AVE","KALAMAZOO","MI","49009","Kalamazoo","(V) Chicago","269 343-2587","SNF/NF (Distinct Part)","06/17/1976","","100","N","","For Profit"
"235312","MISSION POINT NSG & PHY REHAB CTR OF BIG RAPIDS","725 W FULLER","BIG RAPIDS","MI","49307","Mecosta","(V) Chicago","231 796-2631","SNF/NF (Dually Certified)","05/01/1978","","78","N","","For Profit"
"235313","LAURELS OF SANDY CREEK (THE)","425 E ELM ST","WAYLAND","MI","49348","Allegan","(V) Chicago","269 792-2249","SNF/NF (Distinct Part)","10/01/1976","","99","N","","For Profit"
"235319","REGENCY AT ST CLAIR SHORES","22700 GREATER MACK AVE","SAINT CLAIR SHORES","MI","48080","Macomb","(V) Chicago","586 772-4300","SNF/NF (Dually Certified)","04/01/1976","","146","N","","For Profit"
"235320","LAHSER HILLS CARE CENTRE","25300 LAHSER RD","SOUTHFIELD","MI","48034","Oakland","(V) Chicago","248 354-3222","SNF/NF (Dually Certified)","11/18/1976","","127","N","","For Profit"
"235321","MARQUETTE COUNTY MEDICAL CARE FACILITY","200 W SAGINAW ST","ISHPEMING","MI","49849","Marquette","(V) Chicago","906 485-1061","SNF/NF (Dually Certified)","05/01/1978","","120","N","","Government"
"235322","OAKRIDGE MANOR NURSING & REHAB CENTER LLC","3161 HILTON RD","FERNDALE","MI","48220","Oakland","(V) Chicago","248 547-6227","SNF/NF (Distinct Part)","10/01/1976","","64","N","","For Profit"
"235324","RIVERSIDE HEALTHCARE CENTER","1149 WEST MONROE RD","SAINT LOUIS","MI","48880","Gratiot","(V) Chicago","989 681-3852","SNF/NF (Dually Certified)","01/01/1977","","39","N","","For Profit"
"235325","THE VILLA AT CITY CENTER","11700 E TEN MILE RD","WARREN","MI","48089","Macomb","(V) Chicago","586 759-5960","SNF/NF (Dually Certified)","01/25/1979","","152","N","","For Profit"
"235327","LAURELS OF HUDSONVILLE (THE)","3650 VAN BUREN","HUDSONVILLE","MI","49426","Ottawa","(V) Chicago","616 669-1520","SNF/NF (Dually Certified)","06/01/1978","","108","N","","For Profit"
"235330","MEDILODGE OF LIVINGSTON","3003 W GRAND RIVER","HOWELL","MI","48843","Livingston","(V) Chicago","517 546-4210","SNF/NF (Distinct Part)","04/01/1978","","125","N","","For Profit"
"235331","MEDILODGE OF HOWELL","1333 W GRAND RIVER","HOWELL","MI","48843","Livingston","(V) Chicago","517 548-1900","SNF/NF (Distinct Part)","04/01/1977","","206","N","","For Profit"
"235332","WESTLAND, A VILLA CENTER","36137 W WARREN","WESTLAND","MI","48185","Wayne","(V) Chicago","734 728-6100","SNF/NF (Dually Certified)","06/01/1977","","230","N","","For Profit"
"235333","REGENCY, A VILLA CENTER","12575 S TELEGRAPH RD","TAYLOR","MI","48180","Wayne","(V) Chicago","734 287-4710","SNF/NF (Distinct Part)","02/22/1977","","244","N","","For Profit"
"235335","GLADWIN NURSING AND REHABILITATION COMMUNITY","3270 PRATT LAKE RD","GLADWIN","MI","48624","Gladwin","(V) Chicago","989 426-7275","SNF/NF (Distinct Part)","05/12/1977","","60","N","","For Profit"
"235336","MEDILODGE OF TRAVERSE CITY","2585 S LAFRANIER RD","TRAVERSE CITY","MI","49686","Grand Traverse","(V) Chicago","231 947-9511","SNF/NF (Distinct Part)","09/01/1977","","84","N","","For Profit"
"235339","EDISON CHRISTIAN HEALTH CENTER","1000 EDISON AVE NW","GRAND RAPIDS","MI","49504","Kent","(V) Chicago","616 453-2475","SNF/NF (Dually Certified)","09/01/1977","","136","N","","Non-Profit"
"235343","KITH HAVEN","G 1069 BALLENGER HWY","FLINT","MI","48504","Genesee","(V) Chicago","810 235-6676","SNF/NF (Dually Certified)","10/01/1977","","159","N","","For Profit"
"235345","FROH COMMUNITY HOME","307 N FRANKS AVENUE","STURGIS","MI","49091","St. Joseph","(V) Chicago","269 651-7841","SNF/NF (Dually Certified)","01/01/1978","","65","N","","Non-Profit"
"235347","SKLD ZEELAND","285 N STATE ST","ZEELAND","MI","49464","Ottawa","(V) Chicago","616 772-4641","SNF/NF (Distinct Part)","06/01/1978","","138","N","","For Profit"
"235348","CRESTMONT NURSING CARE CENTER","111 TREALOUT DR","FENTON","MI","48430","Genesee","(V) Chicago","810 629-4105","SNF/NF (Dually Certified)","05/01/1978","02/17/2020","132","N","","For Profit"
"235349","MISSION POINT NSG & PHY REHAB CTR OF ISHPEMING","435 STONEVILLE RD","ISHPEMING","MI","49849","Marquette","(V) Chicago","906 485-1073","SNF/NF (Dually Certified)","02/16/1978","","63","N","","For Profit"
"235350","MEDILODGE OF GAYLORD","508 RANDOM LANE","GAYLORD","MI","49735","Otsego","(V) Chicago","989 732-3508","SNF/NF (Distinct Part)","03/06/1978","","96","N","","For Profit"
"235351","SKLD PLYMOUTH","105 HAGGERTY RD","PLYMOUTH","MI","48170","Wayne","(V) Chicago","734 455-0510","SNF/NF (Dually Certified)","05/01/1978","","101","N","","For Profit"
"235352","CASS COUNTY MEDICAL CARE FACIL","23770 HOSPITAL ST","CASSOPOLIS","MI","49031","Cass","(V) Chicago","269 228-4000","SNF/NF (Dually Certified)","10/08/1977","","80","N","","Government"
"235354","EDGEWOOD HEALTH AND REHABILITATION","55378 WILBUR RD","THREE RIVERS","MI","49093","St. Joseph","(V) Chicago","269 279-7441","SNF/NF (Dually Certified)","01/01/1978","","87","N","SIMCHA HYMAN AND NAFTALI ZANZIPER","For Profit"
"235355","MISSION POINT NSG & PHYSICAL REHAB CTR OF LAMONT","13030 COMMERCIAL ST","LAMONT","MI","49430","Ottawa","(V) Chicago","616 677-1243","SNF/NF (Dually Certified)","04/01/1978","","39","N","","For Profit"
"235356","MEDILODGE AT THE SHORE","900 S BEACON BLVD","GRAND HAVEN","MI","49417","Ottawa","(V) Chicago","616 846-1850","SNF/NF (Dually Certified)","01/01/1980","","126","N","","For Profit"
"235357","MISSION POINT NSG & PHYSICAL REHAB CTR OF BELDING","414 E STATE ST","BELDING","MI","48809","Ionia","(V) Chicago","616 794-0460","SNF/NF (Distinct Part)","07/01/1978","","128","N","","For Profit"
"235358","MEDILODGE OF LUDINGTON","1000 E TINKHAM AVE","LUDINGTON","MI","49431","Mason","(V) Chicago","231 845-6291","SNF/NF (Distinct Part)","02/01/1980","","93","N","","For Profit"
"235359","FAITH HAVEN SENIOR CARE CENTRE","6531 W MICHIGAN AVENUE","JACKSON","MI","49201","Jackson","(V) Chicago","517 750-3822","SNF/NF (Dually Certified)","03/01/1978","","83","N","","For Profit"
"235360","ARBOR MANOR CARE CENTER","151 2ND ST","SPRING ARBOR","MI","49283","Jackson","(V) Chicago","517 750-1900","SNF/NF (Dually Certified)","07/01/1978","","122","N","","For Profit"
"235361","CHALET OF NILES, LLC","911 S 3RD ST","NILES","MI","49120","Berrien","(V) Chicago","269 684-4320","SNF/NF (Distinct Part)","07/01/1978","","100","N","","For Profit"
"235363","MISSION POINT NSG & PHY REHAB CTR OF FLINT","G 3201 BEECHER RD","FLINT","MI","48532","Genesee","(V) Chicago","810 732-9200","SNF/NF (Dually Certified)","03/01/1978","","167","N","","For Profit"
"235365","SKLD LIVONIA","29270 MORLOCK","LIVONIA","MI","48152","Wayne","(V) Chicago","248 476-0555","SNF/NF (Distinct Part)","01/01/1979","","110","N","","For Profit"
"235366","MISSION POINT NSG & PHY REHAB CTR OF FOREST HILLS","1095 MEDICAL PARK DR","GRAND RAPIDS","MI","49506","Kent","(V) Chicago","616 949-7220","SNF/NF (Dually Certified)","09/01/1978","","58","N","","For Profit"
"235367","NORLITE NURSING CENTER","701 HOMESTEAD ST","MARQUETTE","MI","49855","Marquette","(V) Chicago","906 228-9252","SNF/NF (Dually Certified)","09/01/1978","","99","N","","For Profit"
"235369","MARWOOD MANOR NURSING HOME","1300 BEARD ST","PORT HURON","MI","48060","St. Clair","(V) Chicago","810 982-9500","SNF/NF (Dually Certified)","03/01/1978","","240","N","","Non-Profit"
"235370","MEDILODGE OF ST CLAIR","4220 S HOSPITAL DR","EAST CHINA","MI","48054","St. Clair","(V) Chicago","810 329-4736","SNF/NF (Distinct Part)","11/01/1978","","158","N","","For Profit"
"235371","MEDILODGE OF YALE","90 JEAN ST","YALE","MI","48097","St. Clair","(V) Chicago","810 387-3226","SNF/NF (Distinct Part)","03/01/1978","","108","N","","For Profit"
"235372","MISSION POINT NSG & PHY REHAB CTR OF CRANBROOK","5000 E SEVEN MILE RD","DETROIT","MI","48234","Wayne","(V) Chicago","313 366-2900","SNF/NF (Distinct Part)","05/01/1978","07/23/2022","39","N","","For Profit"
"235373","HEARTWOOD LODGE TRINITY HEALTH","18525 WOODLAND RIDGE DRIVE","SPRING LAKE","MI","49456","Ottawa","(V) Chicago","616 842-0770","SNF/NF (Dually Certified)","08/01/1978","","84","N","","Non-Profit"
"235374","WEST OAKS SENIOR CARE & REHAB CENTER","22355 W EIGHT MILE RD","DETROIT","MI","48219","Wayne","(V) Chicago","313 255-6450","SNF/NF (Dually Certified)","10/01/1978","","102","N","","For Profit"
"235375","APPLEWOOD NURSING CENTER INC","18500 VAN HORN RD","WOODHAVEN","MI","48183","Wayne","(V) Chicago","734 676-7575","SNF/NF (Dually Certified)","07/17/1978","","150","N","","For Profit"
"235376","BELLE FOUNTAIN NURSING & REHABILITATION CENTER","18591 QUARRY RD","RIVERVIEW","MI","48192","Wayne","(V) Chicago","734 282-2100","SNF/NF (Dually Certified)","10/01/1978","","91","N","","For Profit"
"235377","VALLEY VIEW CARE CENTER","1050 FOUR MILE NW","GRAND RAPIDS","MI","49544","Kent","(V) Chicago","616 784-0646","SNF/NF (Dually Certified)","10/01/1978","","139","N","","For Profit"
"235378","RESTHAVEN CARE CENTER","280 W 40TH ST","HOLLAND","MI","49423","Allegan","(V) Chicago","616 796-3600","SNF/NF (Dually Certified)","01/01/1980","","145","N","","Non-Profit"
"235379","MEDILODGE OF TAWAS CITY","400 NORTH STREET WEST","TAWAS CITY","MI","48763","Iosco","(V) Chicago","989 362-8645","SNF/NF (Distinct Part)","07/17/1978","","85","N","","For Profit"
"235380","THE VILLA AT ROSE CITY","517 W PAGE ST","ROSE CITY","MI","48654","Ogemaw","(V) Chicago","989 685-2442","SNF/NF (Distinct Part)","01/01/1979","","102","N","","For Profit"
"235381","MYMICHIGAN MEDICAL CENTER-SAULT","500 OSBORN BLVD","SAULT SAINTE MARIE","MI","49783","Chippewa","(V) Chicago","906 635-4460","SNF/NF (Dually Certified)","01/01/1979","","51","N","","Non-Profit"
"235382","HAMILTON NURSING HOME","590 E GRAND BLVD","DETROIT","MI","48207","Wayne","(V) Chicago","313 921-1580","SNF/NF (Dually Certified)","01/01/1979","","64","N","","For Profit"
"235383","ST JOSEPH'S, A VILLA CENTER","9400 CONANT STREET","HAMTRAMCK","MI","48212","Wayne","(V) Chicago","313 874-4500","SNF/NF (Dually Certified)","11/01/1978","","169","N","","For Profit"
"235384","SCHNEPP SENIOR CARE AND REHAB CENTER","427 E WASHINGTON","SAINT LOUIS","MI","48880","Gratiot","(V) Chicago","989 681-5721","SNF/NF (Dually Certified)","09/28/1978","","97","N","","For Profit"
"235385","LAURELS OF MT. PLEASANT (THE)","400 SOUTH CRAPO ST","MOUNT PLEASANT","MI","48858","Isabella","(V) Chicago","989 773-5918","SNF/NF (Dually Certified)","01/01/1979","","100","N","","For Profit"
"235388","BAY SHORES SENIOR CARE AND REHAB CENTER","3254 E MIDLAND RD","BAY CITY","MI","48706","Bay","(V) Chicago","989 686-3770","SNF/NF (Dually Certified)","04/01/1979","","126","N","","For Profit"
"235395","OPTALIS HEALTH AND REHABILITATION OF THREE RIVERS","517 S ERIE ST","THREE RIVERS","MI","49093","St. Joseph","(V) Chicago","269 273-8661","SNF/NF (Distinct Part)","01/22/1979","","100","N","HCR MANORCARE","For Profit"
"235396","THE VILLA AT SILVERBELL ESTATES","1255 W SILVERBELL RD","ORION","MI","48359","Oakland","(V) Chicago","248 391-0900","SNF/NF (Distinct Part)","02/01/1979","","106","N","","For Profit"
"235399","MEDILODGE OF PORTAGE","7855 CURRIER DR","PORTAGE","MI","49002","Kalamazoo","(V) Chicago","269 323-7748","SNF/NF (Distinct Part)","03/12/1979","","120","N","","For Profit"
"235400","WELLSPRING LUTHERAN SERVICES","1390 MAPLE DRIVE","FAIRVIEW","MI","48621","Oscoda","(V) Chicago","989 848-2241","SNF/NF (Dually Certified)","04/18/1979","","39","N","","Non-Profit"
"235401","CLARK RETIREMENT COMMUNITY","1551 FRANKLIN STREET, SE","GRAND RAPIDS","MI","49506","Kent","(V) Chicago","616 452-1568","SNF/NF (Dually Certified)","10/01/1979","","39","N","","Non-Profit"
"235402","THE VILLA AT GREAT LAKES CROSSING","22811 W SEVEN MILE RD","DETROIT","MI","48219","Wayne","(V) Chicago","313 534-1440","SNF/NF (Dually Certified)","08/24/1979","","96","N","","For Profit"
"235405","MISSION POINT NSG & PHY REHAB CTR OF CLINTON TWP","17001 17 MILE RD","CLINTON TOWNSHIP","MI","48038","Macomb","(V) Chicago","586 286-7100","SNF/NF (Dually Certified)","02/01/1980","","127","N","","For Profit"
"235407","KALKASKA MEMORIAL HEALTH CENTER","419 S CORAL ST","KALKASKA","MI","49646","Kalkaska","(V) Chicago","231 258-7500","SNF/NF (Dually Certified)","06/29/1980","","104","Y","","Non-Profit"
"235408","ST ANTHONY HEALTHCARE CENTER","31830 RYAN RD","WARREN","MI","48092","Macomb","(V) Chicago","586 977-6700","SNF/NF (Dually Certified)","08/01/1980","","142","N","","For Profit"
"235410","MEDILODGE OF MUNISING","300 W CITY PARK DR","MUNISING","MI","49862","Alger","(V) Chicago","906 387-2273","SNF/NF (Distinct Part)","11/01/1980","","90","N","","For Profit"
"235411","HAMPTON NURSING AND REHAB","800 MULHOLLAND RD","BAY CITY","MI","48708","Bay","(V) Chicago","989 895-8539","SNF/NF (Distinct Part)","07/01/1981","","51","N","HCR MANORCARE","Non-Profit"
"235412","THE VILLA AT TRAVERSE POINT","2828 CONCORD ST","TRAVERSE CITY","MI","49684","Grand Traverse","(V) Chicago","231 941-1200","SNF/NF (Distinct Part)","08/25/1981","","96","N","","For Profit"
"235414","THE VILLA AT WEST BRANCH","445 S VALLEY ST","WEST BRANCH","MI","48661","Ogemaw","(V) Chicago","989 345-3600","SNF/NF (Dually Certified)","07/01/1981","","70","N","","For Profit"
"235415","PARKEAST HEALTHCARE CENTER","6232 CADIEUX ROAD","DETROIT","MI","48224","Wayne","(V) Chicago","313 886-2500","SNF/NF (Dually Certified)","10/01/1981","04/12/2018","72","N","","For Profit"
"235416","MEDILODGE OF STERLING","500 SCHOOL RD","STERLING","MI","48659","Arenac","(V) Chicago","989 654-2496","SNF/NF (Dually Certified)","11/23/1981","","39","N","","For Profit"
"235421","MEDILODGE OF PORT HURON","5635 LAKESHORE","FORT GRATIOT","MI","48059","St. Clair","(V) Chicago","810 385-7447","SNF/NF (Distinct Part)","02/12/1982","","127","N","","For Profit"
"235422","REGENCY AT CHENE","2295 E VERNOR HIGHWAY","DETROIT","MI","48207","Wayne","(V) Chicago","313 923-5816","SNF/NF (Distinct Part)","01/22/1982","","160","N","","For Profit"
"235423","MEDILODGE OF HILLMAN","631 CARING ST","HILLMAN","MI","49746","Montmorency","(V) Chicago","989 742-4581","SNF/NF (Dually Certified)","06/22/1982","","39","N","","For Profit"
"235427","AUTUMN WOODS RESIDENTIAL HLTH","29800 HOOVER RD","WARREN","MI","48093","Macomb","(V) Chicago","586 574-3444","SNF/NF (Distinct Part)","01/27/1983","","293","N","","For Profit"
"235428","OPTALIS HEALTH AND REHAB OF DEARBORN HEIGHTS","26001 FORD RD","DEARBORN HEIGHTS","MI","48127","Wayne","(V) Chicago","313 274-4600","SNF/NF (Distinct Part)","02/01/1983","","124","N","HCR MANORCARE","Non-Profit"
